0 848
94 0
188 0
282 0
376 0
470 0
564 0
658 0
752 0
846 0
940 0
1034 0
1128 0
1222 0
1316 0
1410 0
1504 0
1598 0
1692 0
1786 0
1880 0
1974 0
2068 0
2162 0
2256 0
2350 0
2444 0
2538 0
2632 0
2726 0
2820 0
2914 0
3008 0
3102 0
3196 0
3290 0
3384 0
3478 0
3572 0
3666 0
3760 0
3854 0
3948 0
4042 0
4136 0
4230 0
4324 0
4418 0
4512 0
4606 0
4700 0
4794 0
4888 0
4982 0
5076 0
5170 0
5264 0
5358 0
5452 0
5546 0
5640 0
5734 0
5828 0
5922 0
6016 0
6110 0
6204 0
6298 0
6392 0
6486 0
6580 0
6674 0
6768 0
6862 0
6956 0
7050 0
7144 0
7238 0
7332 0
7426 0
7520 0
7614 0
7708 0
7802 0
7896 0
7990 0
8084 0
8178 0
8272 0
8366 0
8460 0
8554 0
8648 0
8742 0
8836 0
8930 0
9024 0
9118 0
9212 0
9306 0
9400 0
9494 0
9588 0
9682 0
9776 0
9870 0
9964 0
10058 0
10152 0
10246 0
10340 0
10434 0
10528 0
10622 0
10716 0
10810 0
10904 0
10998 0
11092 0
11186 0
11280 0
11374 0
11468 0
11562 0
11656 0
11750 0
11844 0
11938 0
12032 0
12126 0
12220 0
12314 0
12408 0
12502 0
12596 0
12690 0
12784 0
12878 0
12972 0
13066 0
13160 0
13254 0
13348 0
13442 0
13536 0
13630 0
13724 0
13818 0
13912 0
14006 0
14100 0
14194 0
14288 0
14382 0
14476 0
14570 0
14664 0
14758 0
14852 0
14946 0
15040 0
15134 0
15228 0
15322 0
15416 0
15510 0
15604 0
15698 0
15792 0
15886 0
15980 0
16074 0
16168 0
16262 0
16356 0
16450 0
16544 0
16638 0
16732 0
16826 0
16920 0
17014 0
17108 0
17202 0
17296 0
17390 0
17484 0
17578 0
17672 0
17766 0
17860 0
17954 0
18048 0
18142 0
18236 0
18330 0
18424 0
18518 0
18612 0
18706 0
18800 0
18894 0
18988 0
19082 0
19176 0
19270 0
19364 0
19458 0
19552 0
19646 0
19740 0
19834 0
19928 0
20022 0
20116 0
20210 0
20304 0
20398 0
20492 0
20586 0
20680 0
20774 0
20868 0
20962 0
21056 0
21150 0
21244 0
21338 0
21432 0
21526 0
21620 0
21714 0
21808 0
21902 0
21996 0
22090 0
22184 0
22278 0
22372 0
22466 0
22560 0
22654 0
22748 0
22842 0
22936 0
23030 0
23124 0
23218 0
23312 0
23406 0
23500 0
23594 0
23688 0
23782 0
23876 0
23970 0
24064 0
24158 0
24252 0
24346 0
24440 0
24534 0
24628 0
24722 0
24816 0
24910 0
25004 0
25098 0
25192 0
25286 0
25380 0
25474 0
25568 0
25662 0
25756 0
25850 0
25944 0
26038 0
26132 0
26226 0
26320 0
26414 0
26508 0
26602 0
26696 0
26790 0
26884 0
26978 0
27072 0
27166 0
27260 0
27354 0
27448 0
27542 0
27636 0
27730 0
27824 0
27918 0
28012 0
28106 0
28200 0
28294 0
28388 0
28482 0
28576 0
28670 0
28764 0
28858 0
28952 0
29046 0
29140 0
29234 0
29328 0
29422 0
29516 0
29610 0
29704 0
29798 0
29892 0
29986 0
30080 0
30174 0
30268 0
30362 0
30456 0
30550 0
30644 0
30738 0
30832 0
30926 0
31020 0
31114 0
31208 0
31302 0
31396 0
31490 0
31584 0
31678 0
31772 1
31866 0
31960 0
32054 0
32148 0
32242 0
32336 0
32430 0
32524 0
32618 0
32712 1
32806 0
32900 0
32994 0
33088 0
33182 2
33276 0
33370 0
33464 0
33558 0
33652 0
33746 0
33840 0
33934 0
34028 0
34122 0
34216 0
34310 0
34404 0
34498 1
34592 0
34686 0
34780 0
34874 0
34968 0
35062 0
35156 0
35250 0
35344 0
35438 0
35532 0
35626 0
35720 0
35814 0
35908 1
36002 0
36096 1
36190 0
36284 0
36378 0
36472 0
36566 0
36660 1
36754 0
36848 0
36942 0
37036 0
37130 0
37224 0
37318 0
37412 0
37506 1
37600 0
37694 0
37788 0
37882 0
37976 1
38070 0
38164 0
38258 0
38352 0
38446 0
38540 0
38634 0
38728 0
38822 0
38916 0
39010 0
39104 0
39198 0
39292 0
